"table","col_id","row_id","entity"
"22864497_0_8632623712684511496","0","352","http://dbpedia.org/resource/UFC_2009_Undisputed"
"22864497_0_8632623712684511496","0","201","http://dbpedia.org/resource/Mercenaries_2:_World_in_Flames"
"22864497_0_8632623712684511496","0","36","http://dbpedia.org/resource/Bee_Movie_Game"
"22864497_0_8632623712684511496","0","351","http://dbpedia.org/resource/UFC_Personal_Trainer"
"22864497_0_8632623712684511496","0","177","http://dbpedia.org/resource/Karaoke_Revolution_(2009_video_game)"
"22864497_0_8632623712684511496","0","56","http://dbpedia.org/resource/Bully_(video_game)"
"22864497_0_8632623712684511496","0","21","http://dbpedia.org/resource/Backbreaker_(video_game)"
"22864497_0_8632623712684511496","0","116","http://dbpedia.org/resource/Diario:_Rebirth_Moon_Legend"
"22864497_0_8632623712684511496","0","294","http://dbpedia.org/resource/Shift_2:_Unleashed"
"22864497_0_8632623712684511496","0","13","http://dbpedia.org/resource/Armored_Core:_For_Answer"
"22864497_0_8632623712684511496","0","285","http://dbpedia.org/resource/SBK_X:_Superbike_World_Championship"
"22864497_0_8632623712684511496","0","211","http://dbpedia.org/resource/Monster_Jam:_Path_of_Destruction"
"22864497_0_8632623712684511496","0","360","http://dbpedia.org/resource/Viva_Pi%C3%B1ata:_Party_Animals"
"22864497_0_8632623712684511496","0","97","http://dbpedia.org/resource/Dance_Dance_Revolution_Universe_2"
"22864497_0_8632623712684511496","0","93","http://dbpedia.org/resource/CSI:_Deadly_Intent"
"22864497_0_8632623712684511496","0","346","http://dbpedia.org/resource/Transformers:_War_for_Cybertron"
"22864497_0_8632623712684511496","0","299","http://dbpedia.org/resource/Skate_2"
"22864497_0_8632623712684511496","0","103","http://dbpedia.org/resource/Darksiders"
"22864497_0_8632623712684511496","0","250","http://dbpedia.org/resource/Prince_of_Persia_(2008_video_game)"
"22864497_0_8632623712684511496","0","315","http://dbpedia.org/resource/Tales_of_Vesperia"
"22864497_0_8632623712684511496","0","253","http://dbpedia.org/resource/Project_Sylpheed"
"22864497_0_8632623712684511496","0","338","http://dbpedia.org/resource/Top_Spin_3"
"22864497_0_8632623712684511496","0","297","http://dbpedia.org/resource/Silent_Hill:_Homecoming"
"22864497_0_8632623712684511496","0","264","http://dbpedia.org/resource/Record_of_Agarest_War"
"22864497_0_8632623712684511496","0","251","http://dbpedia.org/resource/Prince_of_Persia:_The_Forgotten_Sands"
"22864497_0_8632623712684511496","0","174","http://dbpedia.org/resource/Kameo:_Elements_of_Power"
"22864497_0_8632623712684511496","0","314","http://dbpedia.org/resource/Surf's_Up_(video_game)"
"22864497_0_8632623712684511496","0","92","http://dbpedia.org/resource/Crysis_2"
"22864497_0_8632623712684511496","0","288","http://dbpedia.org/resource/Sega_Superstars_Tennis"
"22864497_0_8632623712684511496","0","236","http://dbpedia.org/resource/Ninety-Nine_Nights_II"
"22864497_0_8632623712684511496","0","66","http://dbpedia.org/resource/Call_of_Duty_2"
"22864497_0_8632623712684511496","0","272","http://dbpedia.org/resource/Resonance_of_Fate"
"22864497_0_8632623712684511496","0","128","http://dbpedia.org/resource/Dynasty_Warriors_6"
"22864497_0_8632623712684511496","0","193","http://dbpedia.org/resource/Mamorukun_Curse!"
"22987653_0_7774852112768859306","1","58","http://dbpedia.org/resource/Euclid"
"22987653_0_7774852112768859306","1","85","http://dbpedia.org/resource/Hans_Selye"
"22987653_0_7774852112768859306","1","7","http://dbpedia.org/resource/Antoine_Lavoisier"
"22987653_0_7774852112768859306","1","10","http://dbpedia.org/resource/Michael_Faraday"
"22987653_0_7774852112768859306","1","93","http://dbpedia.org/resource/Francis_Galton"
"22987653_0_7774852112768859306","1","66","http://dbpedia.org/resource/Theodosius_Dobzhansky"
"22987653_0_7774852112768859306","1","92","http://dbpedia.org/resource/Trofim_Lysenko"
"22987653_0_7774852112768859306","1","76","http://dbpedia.org/resource/Jean_Piaget"
"22987653_0_7774852112768859306","1","34","http://dbpedia.org/resource/Leonhard_Euler"
"22987653_0_7774852112768859306","1","89","http://dbpedia.org/resource/Ernst_Haeckel"
"22987653_0_7774852112768859306","1","64","http://dbpedia.org/resource/Ernst_Mayr"
"22987653_0_7774852112768859306","1","83","http://dbpedia.org/resource/Frederick_Gowland_Hopkins"
"22987653_0_7774852112768859306","1","33","http://dbpedia.org/resource/Enrico_Fermi"
"22987653_0_7774852112768859306","1","24","http://dbpedia.org/resource/Max_Planck"
"22987653_0_7774852112768859306","1","26","http://dbpedia.org/resource/William_Herschel"
"22987653_0_7774852112768859306","1","32","http://dbpedia.org/resource/Francis_Crick"
"22987653_0_7774852112768859306","1","46","http://dbpedia.org/resource/Dmitri_Mendeleev"
"22987653_0_7774852112768859306","1","38","http://dbpedia.org/resource/Marcello_Malpighi"
"22987653_0_7774852112768859306","1","4","http://dbpedia.org/resource/Louis_Pasteur"
"22987653_0_7774852112768859306","1","5","http://dbpedia.org/resource/Sigmund_Freud"
"22987653_0_7774852112768859306","1","95","http://dbpedia.org/resource/Alfred_Kinsey"
"22987653_0_7774852112768859306","1","9","http://dbpedia.org/resource/Nicolaus_Copernicus"
"22987653_0_7774852112768859306","1","59","http://dbpedia.org/resource/Gregor_Mendel"
"22987653_0_7774852112768859306","1","1","http://dbpedia.org/resource/Albert_Einstein"
"22987653_0_7774852112768859306","1","20","http://dbpedia.org/resource/Andreas_Vesalius"
"22987653_0_7774852112768859306","1","48","http://dbpedia.org/resource/James_Watson"
"22987653_0_7774852112768859306","1","6","http://dbpedia.org/resource/Galileo_Galilei"
"22987653_0_7774852112768859306","1","35","http://dbpedia.org/resource/Justus_von_Liebig"
"22987653_0_7774852112768859306","1","61","http://dbpedia.org/resource/Thomas_Hunt_Morgan"
"22987653_0_7774852112768859306","1","99","http://dbpedia.org/resource/Archimedes"
"22987653_0_7774852112768859306","1","19","http://dbpedia.org/resource/Paul_Dirac"
"22987653_0_7774852112768859306","1","16","http://dbpedia.org/resource/Rudolf_Virchow"
"22987653_0_7774852112768859306","1","77","http://dbpedia.org/resource/George_Gaylord_Simpson"
"22987653_0_7774852112768859306","1","8","http://dbpedia.org/resource/Johannes_Kepler"
"22987653_0_7774852112768859306","1","97","http://dbpedia.org/resource/B._F._Skinner"
"22987653_0_7774852112768859306","1","94","http://dbpedia.org/resource/Alfred_Binet"
"22987653_0_7774852112768859306","1","78","http://dbpedia.org/resource/Claude_Lévi-Strauss"
"22987653_0_7774852112768859306","1","63","http://dbpedia.org/resource/Paul_Ehrlich"
"22987653_0_7774852112768859306","1","54","http://dbpedia.org/resource/Antonie_van_Leeuwenhoek"
"22987653_0_7774852112768859306","1","12","http://dbpedia.org/resource/Claude_Bernard"
"22987653_0_7774852112768859306","1","36","http://dbpedia.org/resource/Arthur_Eddington"
"22987653_0_7774852112768859306","1","23","http://dbpedia.org/resource/Ludwig_Boltzmann"
"22987653_0_7774852112768859306","1","53","http://dbpedia.org/resource/Stephen_Hawking"
"22987653_0_7774852112768859306","1","47","http://dbpedia.org/resource/Sheldon_Lee_Glashow"
"22987653_0_7774852112768859306","1","31","http://dbpedia.org/resource/Max_Born"
"22987653_0_7774852112768859306","1","29","http://dbpedia.org/resource/Edwin_Hubble"
"22987653_0_7774852112768859306","1","42","http://dbpedia.org/resource/August_Kekulé"
"22987653_0_7774852112768859306","1","55","http://dbpedia.org/resource/Max_von_Laue"
"22987653_0_7774852112768859306","1","17","http://dbpedia.org/resource/Erwin_Schrödinger"
"22987653_0_7774852112768859306","1","41","http://dbpedia.org/resource/Albrecht_von_Haller"
"22987653_0_7774852112768859306","1","81","http://dbpedia.org/resource/Konrad_Lorenz"
"22987653_0_7774852112768859306","1","90","http://dbpedia.org/resource/Jonas_Salk"
"22987653_0_7774852112768859306","1","15","http://dbpedia.org/resource/Linus_Pauling"
"22987653_0_7774852112768859306","1","18","http://dbpedia.org/resource/Ernest_Rutherford"
"22987653_0_7774852112768859306","1","50","http://dbpedia.org/resource/John_von_Neumann"
"22987653_0_7774852112768859306","1","62","http://dbpedia.org/resource/Hermann_von_Helmholtz"
"22987653_0_7774852112768859306","1","14","http://dbpedia.org/resource/Werner_Heisenberg"
"22987653_0_7774852112768859306","1","0","http://dbpedia.org/resource/Isaac_Newton"
"22987653_0_7774852112768859306","1","57","http://dbpedia.org/resource/Hans_Bethe"
"22987653_0_7774852112768859306","1","2","http://dbpedia.org/resource/Niels_Bohr"
"22987653_0_7774852112768859306","1","13","http://dbpedia.org/resource/Franz_Boas"
"22987653_0_7774852112768859306","1","30","http://dbpedia.org/resource/J._J._Thomson"
"22987653_0_7774852112768859306","1","72","http://dbpedia.org/resource/Lucretius"
"22987653_0_7774852112768859306","1","87","http://dbpedia.org/resource/Edward_Teller"
"22987653_0_7774852112768859306","1","39","http://dbpedia.org/resource/Christiaan_Huygens"
"22987653_0_7774852112768859306","1","51","http://dbpedia.org/resource/Richard_Feynman"
"22987653_0_7774852112768859306","1","79","http://dbpedia.org/resource/Lynn_Margulis"
"22987653_0_7774852112768859306","1","28","http://dbpedia.org/resource/Pierre-Simon_Laplace"
"22987653_0_7774852112768859306","1","27","http://dbpedia.org/resource/Charles_Lyell"
"22987653_0_7774852112768859306","1","22","http://dbpedia.org/resource/Georges-Louis_Leclerc,_Comte_de_Buffon"
"22987653_0_7774852112768859306","1","65","http://dbpedia.org/resource/Charles_Scott_Sherrington"
"22987653_0_7774852112768859306","1","86","http://dbpedia.org/resource/J._Robert_Oppenheimer"
"22987653_0_7774852112768859306","1","67","http://dbpedia.org/resource/Max_Delbrück"
"22987653_0_7774852112768859306","1","70","http://dbpedia.org/resource/Noam_Chomsky"
"22987653_0_7774852112768859306","1","73","http://dbpedia.org/resource/John_Dalton"
"22987653_0_7774852112768859306","1","43","http://dbpedia.org/resource/Robert_Koch"
"22987653_0_7774852112768859306","1","45","http://dbpedia.org/resource/Hermann_Emil_Fischer"
"22987653_0_7774852112768859306","1","88","http://dbpedia.org/resource/Willard_Libby"
"22987653_0_7774852112768859306","1","49","http://dbpedia.org/resource/John_Bardeen"
"22987653_0_7774852112768859306","1","74","http://dbpedia.org/resource/Louis_de_Broglie"
"22987653_0_7774852112768859306","1","80","http://dbpedia.org/resource/Karl_Landsteiner"
"22987653_0_7774852112768859306","1","21","http://dbpedia.org/resource/Tycho_Brahe"
"22987653_0_7774852112768859306","1","69","http://dbpedia.org/resource/William_Bayliss"
"22987653_0_7774852112768859306","1","37","http://dbpedia.org/resource/William_Harvey"
"22987653_0_7774852112768859306","1","84","http://dbpedia.org/resource/Gertrude_B._Elion"
"22987653_0_7774852112768859306","1","3","http://dbpedia.org/resource/Charles_Darwin"
"22987653_0_7774852112768859306","1","96","http://dbpedia.org/resource/Alexander_Fleming"
"22987653_0_7774852112768859306","1","91","http://dbpedia.org/resource/Emil_Kraepelin"
"22987653_0_7774852112768859306","1","56","http://dbpedia.org/resource/Gustav_Kirchhoff"
"22987653_0_7774852112768859306","1","11","http://dbpedia.org/resource/James_Clerk_Maxwell"
"22987653_0_7774852112768859306","1","25","http://dbpedia.org/resource/Marie_Curie"
"22987653_0_7774852112768859306","1","75","http://dbpedia.org/resource/Carl_Linnaeus"
"22987653_0_7774852112768859306","1","40","http://dbpedia.org/resource/Carl_Friedrich_Gauss"
"22987653_0_7774852112768859306","1","82","http://dbpedia.org/resource/E._O._Wilson"
"22987653_0_7774852112768859306","1","52","http://dbpedia.org/resource/Alfred_Wegener"
"22987653_0_7774852112768859306","1","98","http://dbpedia.org/resource/Wilhelm_Wundt"
"22987653_0_7774852112768859306","1","60","http://dbpedia.org/resource/Heike_Kamerlingh_Onnes"
"22987653_0_7774852112768859306","1","44","http://dbpedia.org/resource/Murray_Gell-Mann"
"22987653_0_7774852112768859306","1","68","http://dbpedia.org/resource/Jean-Baptiste_Lamarck"
"22987653_0_7774852112768859306","1","71","http://dbpedia.org/resource/Frederick_Sanger"
"24036779_0_5608105867560183058","0","64","http://dbpedia.org/resource/Russia"
"24036779_0_5608105867560183058","0","13","http://dbpedia.org/resource/Bosnia_and_Herzegovina"
"24036779_0_5608105867560183058","0","65","http://dbpedia.org/resource/Rwanda"
"24036779_0_5608105867560183058","0","79","http://dbpedia.org/resource/Turkey"
"24036779_0_5608105867560183058","0","39","http://dbpedia.org/resource/Jamaica"
"24036779_0_5608105867560183058","0","52","http://dbpedia.org/resource/Malta"
"24036779_0_5608105867560183058","0","60","http://dbpedia.org/resource/Philippines"
"24036779_0_5608105867560183058","0","18","http://dbpedia.org/resource/Chile"
"24036779_0_5608105867560183058","0","49","http://dbpedia.org/resource/Republic_of_Macedonia"
"24036779_0_5608105867560183058","0","31","http://dbpedia.org/resource/Germany"
"24036779_0_5608105867560183058","0","50","http://dbpedia.org/resource/Malaysia"
"24036779_0_5608105867560183058","0","55","http://dbpedia.org/resource/Nepal"
"24036779_0_5608105867560183058","0","5","http://dbpedia.org/resource/Australia"
"24036779_0_5608105867560183058","0","73","http://dbpedia.org/resource/Switzerland"
"24036779_0_5608105867560183058","0","68","http://dbpedia.org/resource/Singapore"
"24036779_0_5608105867560183058","0","22","http://dbpedia.org/resource/Cyprus"
"24036779_0_5608105867560183058","0","66","http://dbpedia.org/resource/Saudi_Arabia"
"24036779_0_5608105867560183058","0","81","http://dbpedia.org/resource/United_States"
"24036779_0_5608105867560183058","0","40","http://dbpedia.org/resource/Japan"
"24036779_0_5608105867560183058","0","75","http://dbpedia.org/resource/Taiwan"
"24036779_0_5608105867560183058","0","69","http://dbpedia.org/resource/Slovenia"
"24036779_0_5608105867560183058","0","48","http://dbpedia.org/resource/Luxembourg"
"24036779_0_5608105867560183058","0","6","http://dbpedia.org/resource/Austria"
"24036779_0_5608105867560183058","0","72","http://dbpedia.org/resource/Swaziland"
"24036779_0_5608105867560183058","0","1","http://dbpedia.org/resource/Albania"
"24036779_0_5608105867560183058","0","76","http://dbpedia.org/resource/Thailand"
"24036779_0_5608105867560183058","0","43","http://dbpedia.org/resource/South_Korea"
"24036779_0_5608105867560183058","0","10","http://dbpedia.org/resource/Belize"
"24036779_0_5608105867560183058","0","11","http://dbpedia.org/resource/Bhutan"
"24036779_0_5608105867560183058","0","24","http://dbpedia.org/resource/Djibouti"
"24036779_0_5608105867560183058","0","23","http://dbpedia.org/resource/Denmark"
"24036779_0_5608105867560183058","0","26","http://dbpedia.org/resource/Egypt"
"24036779_0_5608105867560183058","0","78","http://dbpedia.org/resource/Trinidad_and_Tobago"
"24036779_0_5608105867560183058","0","45","http://dbpedia.org/resource/Lebanon"
"24036779_0_5608105867560183058","0","38","http://dbpedia.org/resource/Israel"
"24036779_0_5608105867560183058","0","15","http://dbpedia.org/resource/Bulgaria"
"24036779_0_5608105867560183058","0","83","http://dbpedia.org/resource/Venezuela"
"24036779_0_5608105867560183058","0","16","http://dbpedia.org/resource/Burma"
"24036779_0_5608105867560183058","0","74","http://dbpedia.org/resource/Syria"
"24036779_0_5608105867560183058","0","67","http://dbpedia.org/resource/Seychelles"
"24036779_0_5608105867560183058","0","41","http://dbpedia.org/resource/Jordan"
"24036779_0_5608105867560183058","0","70","http://dbpedia.org/resource/South_Africa"
"24036779_0_5608105867560183058","0","30","http://dbpedia.org/resource/The_Gambia"
"24036779_0_5608105867560183058","0","58","http://dbpedia.org/resource/Norway"
"24036779_0_5608105867560183058","0","56","http://dbpedia.org/resource/Netherlands"
"24036779_0_5608105867560183058","0","29","http://dbpedia.org/resource/France"
"24036779_0_5608105867560183058","0","37","http://dbpedia.org/resource/Iran"
"24036779_0_5608105867560183058","0","7","http://dbpedia.org/resource/The_Bahamas"
"24036779_0_5608105867560183058","0","77","http://dbpedia.org/resource/Tonga"
"24036779_0_5608105867560183058","0","63","http://dbpedia.org/resource/Romania"
"24036779_0_5608105867560183058","0","80","http://dbpedia.org/resource/United_Kingdom"
"24036779_0_5608105867560183058","0","3","http://dbpedia.org/resource/Angola"
"24036779_0_5608105867560183058","0","54","http://dbpedia.org/resource/Moldova"
"24036779_0_5608105867560183058","0","46","http://dbpedia.org/resource/Libya"
"24036779_0_5608105867560183058","0","21","http://dbpedia.org/resource/Cuba"
"24036779_0_5608105867560183058","0","59","http://dbpedia.org/resource/Pakistan"
"24036779_0_5608105867560183058","0","25","http://dbpedia.org/resource/Ecuador"
"24036779_0_5608105867560183058","0","53","http://dbpedia.org/resource/Mexico"
"24036779_0_5608105867560183058","0","20","http://dbpedia.org/resource/Croatia"
"24036779_0_5608105867560183058","0","57","http://dbpedia.org/resource/New_Zealand"
"24036779_0_5608105867560183058","0","82","http://dbpedia.org/resource/Vanuatu"
"24036779_0_5608105867560183058","0","47","http://dbpedia.org/resource/Lithuania"
"24036779_0_5608105867560183058","0","17","http://dbpedia.org/resource/Canada"
"24036779_0_5608105867560183058","0","51","http://dbpedia.org/resource/Maldives"
"24036779_0_5608105867560183058","0","33","http://dbpedia.org/resource/Grenada"
"24036779_0_5608105867560183058","0","9","http://dbpedia.org/resource/Belgium"
"24036779_0_5608105867560183058","0","36","http://dbpedia.org/resource/Indonesia"
"24036779_0_5608105867560183058","0","19","http://dbpedia.org/resource/China"
"24036779_0_5608105867560183058","0","42","http://dbpedia.org/resource/North_Korea"
"24036779_0_5608105867560183058","0","8","http://dbpedia.org/resource/Bangladesh"
"24036779_0_5608105867560183058","0","14","http://dbpedia.org/resource/Brazil"
"24036779_0_5608105867560183058","0","44","http://dbpedia.org/resource/Kuwait"
"24036779_0_5608105867560183058","0","4","http://dbpedia.org/resource/Argentina"
"24036779_0_5608105867560183058","0","32","http://dbpedia.org/resource/Greece"
"24036779_0_5608105867560183058","0","27","http://dbpedia.org/resource/El_Salvador"
"24036779_0_5608105867560183058","0","35","http://dbpedia.org/resource/India"
"24036779_0_5608105867560183058","0","2","http://dbpedia.org/resource/Algeria"
"24036779_0_5608105867560183058","0","62","http://dbpedia.org/resource/Qatar"
"24036779_0_5608105867560183058","0","28","http://dbpedia.org/resource/Finland"
"24036779_0_5608105867560183058","0","71","http://dbpedia.org/resource/Spain"
"24036779_0_5608105867560183058","0","34","http://dbpedia.org/resource/Hungary"
"24036779_0_5608105867560183058","0","61","http://dbpedia.org/resource/Poland"
"24036779_0_5608105867560183058","0","12","http://dbpedia.org/resource/Bolivia"
"24142265_0_4577466141408796359","5","48","http://dbpedia.org/resource/Gran_Turismo_5"
"24142265_0_4577466141408796359","5","62","http://dbpedia.org/resource/Pok%C3%A9mon_Platinum"
"24142265_0_4577466141408796359","5","27","http://dbpedia.org/resource/Final_Fantasy_XIII"
"24142265_0_4577466141408796359","5","32","http://dbpedia.org/resource/Gears_of_War_3"
"24142265_0_4577466141408796359","5","44","http://dbpedia.org/resource/Pok%C3%A9mon_FireRed_and_LeafGreen"
"24142265_0_4577466141408796359","5","45","http://dbpedia.org/resource/Saints_Row:_The_Third"
"24142265_0_4577466141408796359","5","24","http://dbpedia.org/resource/Mass_Effect_2"
"24142265_0_4577466141408796359","5","66","http://dbpedia.org/resource/Dissidia_012_Final_Fantasy"
"24142265_0_4577466141408796359","5","95","http://dbpedia.org/resource/Kingdoms_of_Amalur:_Reckoning"
"24142265_0_4577466141408796359","5","20","http://dbpedia.org/resource/Mass_Effect_3"
"24142265_0_4577466141408796359","5","65","http://dbpedia.org/resource/Fallout_3"
"24142265_0_4577466141408796359","5","86","http://dbpedia.org/resource/Kingdom_Hearts_Birth_by_Sleep"
"24142265_0_4577466141408796359","5","6","http://dbpedia.org/resource/Star_Wars:_The_Old_Republic"
"24142265_0_4577466141408796359","5","81","http://dbpedia.org/resource/Metal_Gear_Solid:_Peace_Walker"
"24142265_0_4577466141408796359","5","64","http://dbpedia.org/resource/Monster_Hunter_Tri"
"24142265_0_4577466141408796359","5","15","http://dbpedia.org/resource/Call_of_Duty:_Modern_Warfare_3"
"24142265_0_4577466141408796359","5","23","http://dbpedia.org/resource/WWE_'12"
"24142265_0_4577466141408796359","5","17","http://dbpedia.org/resource/Resident_Evil:_Revelations"
"24142265_0_4577466141408796359","5","82","http://dbpedia.org/resource/The_Legend_of_Zelda:_Ocarina_of_Time_3D"
"24142265_0_4577466141408796359","5","30","http://dbpedia.org/resource/Katawa_Shoujo"
"24142265_0_4577466141408796359","5","49","http://dbpedia.org/resource/Battlefield_3"
"24142265_0_4577466141408796359","5","89","http://dbpedia.org/resource/Dragon_Age:_Origins"
"24142265_0_4577466141408796359","5","74","http://dbpedia.org/resource/NBA_2K12"
"24142265_0_4577466141408796359","5","13","http://dbpedia.org/resource/Final_Fantasy_XIII-2"
"24142265_0_4577466141408796359","5","21","http://dbpedia.org/resource/Ultimate_Marvel_vs._Capcom_3"
"24142265_0_4577466141408796359","5","78","http://dbpedia.org/resource/Red_Dead_Redemption"
"24142265_0_4577466141408796359","5","61","http://dbpedia.org/resource/The_Legend_of_Zelda:_Ocarina_of_Time"
"24142265_0_4577466141408796359","5","73","http://dbpedia.org/resource/Mass_Effect_2"
"24142265_0_4577466141408796359","5","3","http://dbpedia.org/resource/The_Elder_Scrolls_V:_Skyrim"
"24142265_0_4577466141408796359","5","7","http://dbpedia.org/resource/Final_Fantasy_XIII"
"24142265_0_4577466141408796359","5","60","http://dbpedia.org/resource/Xenoblade_Chronicles"
"24142265_0_4577466141408796359","5","96","http://dbpedia.org/resource/Mass_Effect"
"24142265_0_4577466141408796359","5","28","http://dbpedia.org/resource/Minecraft"
"24142265_0_4577466141408796359","5","47","http://dbpedia.org/resource/Final_Fantasy_VIII"
"24142265_0_4577466141408796359","5","34","http://dbpedia.org/resource/Final_Fantasy_XII"
"24142265_0_4577466141408796359","5","70","http://dbpedia.org/resource/Pok%C3%A9mon_Black_and_White"
"24142265_0_4577466141408796359","5","12","http://dbpedia.org/resource/Pok%C3%A9mon_Black_and_White"
"24142265_0_4577466141408796359","5","25","http://dbpedia.org/resource/Final_Fantasy_VII"
"24142265_0_4577466141408796359","5","29","http://dbpedia.org/resource/Call_of_Duty:_Modern_Warfare_3"
"24142265_0_4577466141408796359","5","80","http://dbpedia.org/resource/Shin_Megami_Tensei"
"24142265_0_4577466141408796359","5","84","http://dbpedia.org/resource/Plants_vs._Zombies"
"24142265_0_4577466141408796359","5","16","http://dbpedia.org/resource/Kingdoms_of_Amalur:_Reckoning"
"24142265_0_4577466141408796359","5","26","http://dbpedia.org/resource/Batman:_Arkham_City"
"24142265_0_4577466141408796359","5","98","http://dbpedia.org/resource/Pok%C3%A9mon_HeartGold_and_SoulSilver"
"24142265_0_4577466141408796359","5","35","http://dbpedia.org/resource/WWE_'12"
"24142265_0_4577466141408796359","5","36","http://dbpedia.org/resource/Kingdoms_of_Amalur:_Reckoning"
"24142265_0_4577466141408796359","5","59","http://dbpedia.org/resource/Mario_Kart_7"
"24142265_0_4577466141408796359","5","43","http://dbpedia.org/resource/Diablo_II:_Lord_of_Destruction"
"24142265_0_4577466141408796359","5","33","http://dbpedia.org/resource/Dark_Souls"
"24142265_0_4577466141408796359","5","39","http://dbpedia.org/resource/StarCraft_II:_Wings_of_Liberty"
"24142265_0_4577466141408796359","5","69","http://dbpedia.org/resource/Kingdom_Hearts_3D:_Dream_Drop_Distance"
"24142265_0_4577466141408796359","5","31","http://dbpedia.org/resource/Fallout:_New_Vegas"
"24142265_0_4577466141408796359","5","76","http://dbpedia.org/resource/Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U"
"24142265_0_4577466141408796359","5","72","http://dbpedia.org/resource/Uncharted_3:_Drake's_Deception"
"24142265_0_4577466141408796359","5","9","http://dbpedia.org/resource/Soulcalibur_V"
"24142265_0_4577466141408796359","5","56","http://dbpedia.org/resource/Monster_Hunter_Freedom_Unite"
"24142265_0_4577466141408796359","5","38","http://dbpedia.org/resource/Assassin's_Creed:_Revelations"
"24142265_0_4577466141408796359","5","99","http://dbpedia.org/resource/Final_Fantasy_Type-0"
"24142265_0_4577466141408796359","5","87","http://dbpedia.org/resource/Disgaea_4:_A_Promise_Unforgotten"
"24142265_0_4577466141408796359","5","97","http://dbpedia.org/resource/Tales_of_Vesperia"
"24142265_0_4577466141408796359","5","100","http://dbpedia.org/resource/Grand_Theft_Auto:_San_Andreas"
"24142265_0_4577466141408796359","5","58","http://dbpedia.org/resource/Street_Fighter_X_Tekken"
"24142265_0_4577466141408796359","5","91","http://dbpedia.org/resource/Monster_Hunter_Portable_3rd"
"24142265_0_4577466141408796359","5","85","http://dbpedia.org/resource/White_Knight_Chronicles_II"
"24142265_0_4577466141408796359","5","40","http://dbpedia.org/resource/Final_Fantasy_X"
"24142265_0_4577466141408796359","5","83","http://dbpedia.org/resource/Assassin's_Creed:_Revelations"
"24142265_0_4577466141408796359","5","1","http://dbpedia.org/resource/The_Elder_Scrolls_V:_Skyrim"
"24142265_0_4577466141408796359","5","67","http://dbpedia.org/resource/Saints_Row:_The_Third"
"24142265_0_4577466141408796359","5","14","http://dbpedia.org/resource/World_of_Warcraft"
"24142265_0_4577466141408796359","5","22","http://dbpedia.org/resource/Battlefield_3"
"24142265_0_4577466141408796359","5","41","http://dbpedia.org/resource/Twisted_Metal"
"24142265_0_4577466141408796359","5","75","http://dbpedia.org/resource/The_Witcher_2:_Assassins_of_Kings"
"24142265_0_4577466141408796359","5","93","http://dbpedia.org/resource/Tactics_Ogre:_Let_Us_Cling_Together"
"24142265_0_4577466141408796359","5","42","http://dbpedia.org/resource/Naruto_Shippuden:_Ultimate_Ninja_Storm_Generations"
"24142265_0_4577466141408796359","5","5","http://dbpedia.org/resource/The_Elder_Scrolls_V:_Skyrim"
"24142265_0_4577466141408796359","5","77","http://dbpedia.org/resource/Fallout:_New_Vegas"
"24142265_0_4577466141408796359","5","19","http://dbpedia.org/resource/Batman:_Arkham_City"
"24142265_0_4577466141408796359","5","18","http://dbpedia.org/resource/DC_Universe_Online"
"24142265_0_4577466141408796359","5","79","http://dbpedia.org/resource/NBA_2K12"
"24142265_0_4577466141408796359","5","55","http://dbpedia.org/resource/Pok%C3%A9mon_HeartGold_and_SoulSilver"
"24142265_0_4577466141408796359","5","51","http://dbpedia.org/resource/Pok%C3%A9mon_Emerald"
"24142265_0_4577466141408796359","5","52","http://dbpedia.org/resource/Tales_of_Graces"
"24142265_0_4577466141408796359","5","37","http://dbpedia.org/resource/Team_Fortress_2"
"24142265_0_4577466141408796359","5","11","http://dbpedia.org/resource/The_Legend_of_Zelda:_Skyward_Sword"
"24142265_0_4577466141408796359","5","50","http://dbpedia.org/resource/Final_Fantasy_IX"
"24142265_0_4577466141408796359","5","53","http://dbpedia.org/resource/MapleStory"
"24142265_0_4577466141408796359","5","68","http://dbpedia.org/resource/Yu-Gi-Oh!_5D's_(video_game_series)"
"24142265_0_4577466141408796359","5","94","http://dbpedia.org/resource/Pok%C3%A9mon_Diamond_and_Pearl"
"24142265_0_4577466141408796359","5","8","http://dbpedia.org/resource/Dark_Souls"
"24142265_0_4577466141408796359","5","92","http://dbpedia.org/resource/The_Sims_3"
"24142265_0_4577466141408796359","5","90","http://dbpedia.org/resource/Shin_Megami_Tensei:_Persona_3"
"24142265_0_4577466141408796359","5","57","http://dbpedia.org/resource/Shin_Megami_Tensei:_Persona_4"
"24142265_0_4577466141408796359","5","88","http://dbpedia.org/resource/Call_of_Duty:_Black_Ops"
"24142265_0_4577466141408796359","5","63","http://dbpedia.org/resource/Dragon_Quest_IX:_Sentinels_of_the_Starry_Skies"
"24142265_0_4577466141408796359","5","71","http://dbpedia.org/resource/Grand_Theft_Auto:_San_Andreas"
"24142265_0_4577466141408796359","5","54","http://dbpedia.org/resource/Dragon_Age:_Origins"
"24142265_0_4577466141408796359","5","4","http://dbpedia.org/resource/Soulcalibur_V"
"24142265_0_4577466141408796359","5","2","http://dbpedia.org/resource/Final_Fantasy_XIII-2"
"24142265_0_4577466141408796359","5","10","http://dbpedia.org/resource/League_of_Legends"
