table,col_id,row_id
36102169_0_7739454799295072814,2,113
53822652_0_5767892317858575530,1,56
50270082_0_444360818941411589,1,123
36102169_0_7739454799295072814,2,26
90196673_0_5458330029110291950,0,308
24036779_0_5608105867560183058,0,38
37856682_0_6818907050314633217,0,98
63450419_0_8012592961815711786,1,156
88523363_0_8180214313099580515,0,307
90196673_0_5458330029110291950,0,65
37856682_0_6818907050314633217,0,156
13719111_1_5719401842463579519,0,85
37856682_0_6818907050314633217,0,35
53822652_0_5767892317858575530,1,243
26310680_0_5150772059999313798,1,25
14067031_0_559833072073397908,0,8
54719588_0_8417197176086756912,3,82
50270082_0_444360818941411589,1,91
13719111_1_5719401842463579519,0,265
46671561_0_6122315295162029872,0,13
91959037_0_7907661684242014480,1,383
52299421_0_4473286348258170200,1,31
39107734_2_2329160387535788734,1,19
84575189_0_6365692015941409487,2,25
36102169_0_7739454799295072814,2,76
88523363_0_8180214313099580515,0,91
21245481_0_8730460088443117515,1,98
99070098_0_2074872741302696997,1,200
9834884_0_3871985887467090123,1,294
39173938_0_7916056990138658530,1,4
22864497_0_8632623712684511496,0,49
39650055_5_7135804139753401681,1,68
25404227_0_2240631045609013057,1,48
8468806_0_4382447409703007384,1,61
28086084_0_3127660530989916727,0,107
13719111_1_5719401842463579519,0,400
99070098_0_2074872741302696997,1,211
13719111_1_5719401842463579519,0,38
53822652_0_5767892317858575530,1,408
35188621_0_6058553107571275232,1,18
99070098_0_2074872741302696997,1,148
53822652_0_5767892317858575530,1,41
88523363_0_8180214313099580515,0,2
54719588_0_8417197176086756912,3,145
9834884_0_3871985887467090123,1,289
35188621_0_6058553107571275232,1,51
46671561_0_6122315295162029872,0,158
50245608_0_871275842592178099,0,237
24036779_0_5608105867560183058,0,27
50245608_0_871275842592178099,0,178
20135078_0_7570343137119682530,1,17
39759273_0_1427898308030295194,1,77
90196673_0_5458330029110291950,0,219
88523363_0_8180214313099580515,0,498
16767252_0_2409448375013995751,1,28
71840765_0_6664391841933033844,0,12
90196673_0_5458330029110291950,0,141
88523363_0_8180214313099580515,0,96
38428277_0_1311643810102462607,1,16
50270082_0_444360818941411589,1,84
90196673_0_5458330029110291950,0,15
36102169_0_7739454799295072814,2,6
53822652_0_5767892317858575530,1,181
28086084_0_3127660530989916727,0,146
53822652_0_5767892317858575530,1,382
46671561_0_6122315295162029872,0,113
53822652_0_5767892317858575530,1,192
33401079_0_9127583903019856402,0,61
41336118_0_4331895026409635103,0,4
53822652_0_5767892317858575530,1,97
26310680_0_5150772059999313798,1,168
28086084_0_3127660530989916727,0,120
90196673_0_5458330029110291950,0,180
84575189_0_6365692015941409487,2,92
63450419_0_8012592961815711786,1,169
28086084_0_3127660530989916727,0,138
13719111_1_5719401842463579519,0,429
63450419_0_8012592961815711786,1,75
88523363_0_8180214313099580515,0,393
53822652_0_5767892317858575530,1,98
24036779_0_5608105867560183058,0,56
37856682_0_6818907050314633217,0,148
37856682_0_6818907050314633217,0,46
66009064_0_9148652238372261251,0,143
54719588_0_8417197176086756912,3,76
54719588_0_8417197176086756912,3,35
16767252_0_2409448375013995751,1,4
90196673_0_5458330029110291950,0,164
13719111_1_5719401842463579519,0,126
50245608_0_871275842592178099,0,24
26310680_0_5150772059999313798,1,230
46671561_0_6122315295162029872,0,52
36102169_0_7739454799295072814,2,314
36102169_0_7739454799295072814,2,250
84548468_0_5955155464119382182,1,83
53822652_0_5767892317858575530,1,58
53822652_0_5767892317858575530,1,359
46671561_0_6122315295162029872,0,26
9834884_0_3871985887467090123,1,194
91959037_0_7907661684242014480,1,85
16767252_0_2409448375013995751,1,2
13719111_1_5719401842463579519,0,180
54719588_0_8417197176086756912,3,202
21362676_0_6854186738074119688,1,63
52299421_0_4473286348258170200,1,80
9834884_0_3871985887467090123,1,201
50270082_0_444360818941411589,1,89
50245608_0_871275842592178099,0,86
90196673_0_5458330029110291950,0,125
9834884_0_3871985887467090123,1,23
69537082_0_7789694313271016902,1,31
26310680_0_5150772059999313798,1,28
41336118_0_4331895026409635103,0,8
88523363_0_8180214313099580515,0,235
26310680_0_5150772059999313798,1,171
25404227_0_2240631045609013057,1,49
26310680_0_5150772059999313798,1,252
28086084_0_3127660530989916727,0,218
13719111_1_5719401842463579519,0,487
39173938_0_7916056990138658530,1,92
50245608_0_871275842592178099,0,85
41480166_0_6681239260286218499,0,112
41480166_0_6681239260286218499,0,76
53822652_0_5767892317858575530,1,183
21245481_0_8730460088443117515,1,163
41480166_0_6681239260286218499,0,75
26310680_0_5150772059999313798,1,154
29414811_13_8724394428539174350,1,12
88523363_0_8180214313099580515,0,513
90196673_0_5458330029110291950,0,136
41480166_0_6681239260286218499,0,33
53822652_0_5767892317858575530,1,175
60319454_0_3938426910282115527,0,28
13719111_1_5719401842463579519,0,261
36102169_0_7739454799295072814,2,351
53822652_0_5767892317858575530,1,233
39173938_0_7916056990138658530,1,12
22864497_0_8632623712684511496,0,11
22864497_0_8632623712684511496,0,58
41480166_0_6681239260286218499,0,107
90196673_0_5458330029110291950,0,388
50270082_0_444360818941411589,1,81
9834884_0_3871985887467090123,1,123
52299421_0_4473286348258170200,1,20
41480166_0_6681239260286218499,0,140
90196673_0_5458330029110291950,0,144
22864497_0_8632623712684511496,0,331
63450419_0_8012592961815711786,1,159
53822652_0_5767892317858575530,1,93
91959037_0_7907661684242014480,1,216
22864497_0_8632623712684511496,0,336
58891288_0_1117541047012405958,1,58
50270082_0_444360818941411589,1,93
69881946_0_1105130426898457358,1,99
63450419_0_8012592961815711786,1,177
33401079_0_9127583903019856402,0,83
53822652_0_5767892317858575530,1,414
46671561_0_6122315295162029872,0,134
77694908_0_6083291340991074532,1,25
8468806_0_4382447409703007384,1,108
13719111_1_5719401842463579519,0,371
13719111_1_5719401842463579519,0,53
28086084_0_3127660530989916727,0,77
13719111_1_5719401842463579519,0,289
9834884_0_3871985887467090123,1,163
54719588_0_8417197176086756912,3,86
53822652_0_5767892317858575530,1,136
8468806_0_4382447409703007384,1,57
13719111_1_5719401842463579519,0,33
53822652_0_5767892317858575530,1,38
24036779_0_5608105867560183058,0,8
88523363_0_8180214313099580515,0,380
34041816_1_4749054164534706977,1,12
69881946_0_1105130426898457358,1,75
53822652_0_5767892317858575530,1,5
91959037_0_7907661684242014480,1,91
52299421_0_4473286348258170200,1,75
90196673_0_5458330029110291950,0,277
71840765_0_6664391841933033844,0,9
69537082_0_7789694313271016902,1,64
26310680_0_5150772059999313798,1,23
63450419_0_8012592961815711786,1,172
58891288_0_1117541047012405958,1,85
9475172_1_1023126399856690702,1,123
41480166_0_6681239260286218499,0,50
25404227_0_2240631045609013057,1,80
53822652_0_5767892317858575530,1,396
21362676_0_6854186738074119688,1,91
41480166_0_6681239260286218499,0,132
26310680_0_5150772059999313798,1,173
88523363_0_8180214313099580515,0,273
36102169_0_7739454799295072814,2,96
91959037_0_7907661684242014480,1,318
99070098_0_2074872741302696997,1,182
20135078_0_7570343137119682530,1,95
14067031_0_559833072073397908,0,11
21245481_0_8730460088443117515,1,162
13719111_1_5719401842463579519,0,497
88523363_0_8180214313099580515,0,79
36102169_0_7739454799295072814,2,205
25404227_0_2240631045609013057,1,2
34041816_1_4749054164534706977,1,22
9834884_0_3871985887467090123,1,115
21362676_0_6854186738074119688,1,25
90196673_0_5458330029110291950,0,97
13719111_1_5719401842463579519,0,406
80588006_0_6965325215443683359,1,9
53822652_0_5767892317858575530,1,99
9834884_0_3871985887467090123,1,246
90196673_0_5458330029110291950,0,373
88523363_0_8180214313099580515,0,275
24036779_0_5608105867560183058,0,74
69881946_0_1105130426898457358,1,25
91959037_0_7907661684242014480,1,28
63450419_0_8012592961815711786,1,100
53822652_0_5767892317858575530,1,263
99070098_0_2074872741302696997,1,67
90196673_0_5458330029110291950,0,299
91959037_0_7907661684242014480,1,316
88523363_0_8180214313099580515,0,532
84575189_0_6365692015941409487,2,90
16767252_0_2409448375013995751,1,39
36102169_0_7739454799295072814,2,219
91959037_0_7907661684242014480,1,29
13719111_1_5719401842463579519,0,541
20135078_0_7570343137119682530,1,3
53822652_0_5767892317858575530,1,246
69537082_0_7789694313271016902,1,164
9475172_1_1023126399856690702,1,28
29414811_13_8724394428539174350,1,15
53822652_0_5767892317858575530,1,349
84548468_0_5955155464119382182,1,33
22864497_0_8632623712684511496,0,190
90196673_0_5458330029110291950,0,113
66009064_0_9148652238372261251,0,36
91959037_0_7907661684242014480,1,43
53822652_0_5767892317858575530,1,374
84575189_0_6365692015941409487,2,6
54719588_0_8417197176086756912,3,232
66009064_0_9148652238372261251,0,13
13719111_1_5719401842463579519,0,556
88523363_0_8180214313099580515,0,574
69881946_0_1105130426898457358,1,73
41480166_0_6681239260286218499,0,115
9567241_0_5666388268510912770,1,7
36102169_0_7739454799295072814,2,224
90196673_0_5458330029110291950,0,295
84575189_0_6365692015941409487,2,20
58891288_0_1117541047012405958,1,89
69537082_0_7789694313271016902,1,42
9475172_1_1023126399856690702,1,26
84548468_0_5955155464119382182,1,50
77694908_0_6083291340991074532,1,51
88523363_0_8180214313099580515,0,62
90196673_0_5458330029110291950,0,187
53822652_0_5767892317858575530,1,160
16767252_0_2409448375013995751,1,9
66009064_0_9148652238372261251,0,44
69537082_0_7789694313271016902,1,139
9475172_1_1023126399856690702,1,116
9475172_1_1023126399856690702,1,98
36102169_0_7739454799295072814,2,232
99070098_0_2074872741302696997,1,2
33401079_0_9127583903019856402,0,17
39759273_0_1427898308030295194,1,17
90196673_0_5458330029110291950,0,173
58891288_0_1117541047012405958,1,64
13719111_1_5719401842463579519,0,78
53822652_0_5767892317858575530,1,25
26310680_0_5150772059999313798,1,148
99070098_0_2074872741302696997,1,65
21245481_0_8730460088443117515,1,4
84575189_0_6365692015941409487,2,31
91959037_0_7907661684242014480,1,59
22864497_0_8632623712684511496,0,140
8468806_0_4382447409703007384,1,27
26310680_0_5150772059999313798,1,137
91959037_0_7907661684242014480,1,346
24036779_0_5608105867560183058,0,66
41480166_0_6681239260286218499,0,133
91959037_0_7907661684242014480,1,269
63450419_0_8012592961815711786,1,86
53822652_0_5767892317858575530,1,172
25404227_0_2240631045609013057,1,47
88523363_0_8180214313099580515,0,182
36102169_0_7739454799295072814,2,317
13719111_1_5719401842463579519,0,19
53822652_0_5767892317858575530,1,381
22864497_0_8632623712684511496,0,376
20135078_0_7570343137119682530,1,19
8468806_0_4382447409703007384,1,40
88523363_0_8180214313099580515,0,404
26310680_0_5150772059999313798,1,24
46671561_0_6122315295162029872,0,41
35188621_0_6058553107571275232,1,32
35188621_0_6058553107571275232,1,72
13719111_1_5719401842463579519,0,102
29414811_12_251152470253168163,1,8
36102169_0_7739454799295072814,2,242
54719588_0_8417197176086756912,3,150
84575189_0_6365692015941409487,2,96
66009064_0_9148652238372261251,0,199
54719588_0_8417197176086756912,3,213
69881946_0_1105130426898457358,1,48
88523363_0_8180214313099580515,0,531
99070098_0_2074872741302696997,1,10
35188621_0_6058553107571275232,1,12
13719111_1_5719401842463579519,0,272
88523363_0_8180214313099580515,0,514
91959037_0_7907661684242014480,1,107
25404227_0_2240631045609013057,1,44
91959037_0_7907661684242014480,1,150
69537082_0_7789694313271016902,1,77
9834884_0_3871985887467090123,1,349
69537082_0_7789694313271016902,1,231
22864497_0_8632623712684511496,0,273
66009064_0_9148652238372261251,0,17
84548468_0_5955155464119382182,1,9
66009064_0_9148652238372261251,0,27
13719111_1_5719401842463579519,0,493
99070098_0_2074872741302696997,1,14
50245608_0_871275842592178099,0,75
84548468_0_5955155464119382182,1,67
39650055_5_7135804139753401681,1,14
58891288_0_1117541047012405958,1,69
46671561_0_6122315295162029872,0,20
99070098_0_2074872741302696997,1,51
53822652_0_5767892317858575530,1,278
63450419_0_8012592961815711786,1,155
53822652_0_5767892317858575530,1,19
38428277_0_1311643810102462607,1,79
90196673_0_5458330029110291950,0,220
66009064_0_9148652238372261251,0,77
41336118_0_4331895026409635103,0,22
21245481_0_8730460088443117515,1,34
9475172_1_1023126399856690702,1,40
50245608_0_871275842592178099,0,246
53822652_0_5767892317858575530,1,331
69537082_0_7789694313271016902,1,63
99070098_0_2074872741302696997,1,96
26310680_0_5150772059999313798,1,216
25404227_0_2240631045609013057,1,6
9475172_1_1023126399856690702,1,174
28086084_0_3127660530989916727,0,123
14067031_0_559833072073397908,0,43
28086084_0_3127660530989916727,0,186
37856682_0_6818907050314633217,0,203
8468806_0_4382447409703007384,1,73
36102169_0_7739454799295072814,2,315
22864497_0_8632623712684511496,0,131
88523363_0_8180214313099580515,0,80
22864497_0_8632623712684511496,0,377
50245608_0_871275842592178099,0,228
39107734_2_2329160387535788734,1,1
21245481_0_8730460088443117515,1,6
91959037_0_7907661684242014480,1,278
41480166_0_6681239260286218499,0,101
69537082_0_7789694313271016902,1,184
8468806_0_4382447409703007384,1,71
22864497_0_8632623712684511496,0,343
22864497_0_8632623712684511496,0,76
37856682_0_6818907050314633217,0,42
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5,0,8
54719588_0_8417197176086756912,3,219
91959037_0_7907661684242014480,1,134
50245608_0_871275842592178099,0,210
88523363_0_8180214313099580515,0,171
84548468_0_5955155464119382182,1,44
37856682_0_6818907050314633217,0,29
50270082_0_444360818941411589,1,2
53822652_0_5767892317858575530,1,217
90196673_0_5458330029110291950,0,244
69537082_0_7789694313271016902,1,163
54719588_0_8417197176086756912,3,135
50245608_0_871275842592178099,0,12
50270082_0_444360818941411589,1,42
13719111_1_5719401842463579519,0,106
99070098_0_2074872741302696997,1,123
60319454_0_3938426910282115527,0,37
13719111_1_5719401842463579519,0,199
36102169_0_7739454799295072814,2,75
39173938_0_7916056990138658530,1,63
9475172_1_1023126399856690702,1,9
26310680_0_5150772059999313798,1,224
88523363_0_8180214313099580515,0,430
9475172_1_1023126399856690702,1,33
53822652_0_5767892317858575530,1,342
13719111_1_5719401842463579519,0,107
90196673_0_5458330029110291950,0,239
29414811_2_4773219892816395776,1,20
52299421_0_4473286348258170200,1,36
26310680_0_5150772059999313798,1,223
36102169_0_7739454799295072814,2,92
40534006_0_4617468856744635526,1,32
13719111_1_5719401842463579519,0,286
21245481_0_8730460088443117515,1,132
69881946_0_1105130426898457358,1,55
13719111_1_5719401842463579519,0,190
88523363_0_8180214313099580515,0,579
21362676_0_6854186738074119688,1,28
9834884_0_3871985887467090123,1,153
28086084_0_3127660530989916727,0,32
91959037_0_7907661684242014480,1,272
39650055_5_7135804139753401681,1,92
36102169_0_7739454799295072814,2,316
84575189_0_6365692015941409487,2,2
91959037_0_7907661684242014480,1,10
50245608_0_871275842592178099,0,43
9834884_0_3871985887467090123,1,159
38428277_0_1311643810102462607,1,8
54719588_0_8417197176086756912,3,100
26310680_0_5150772059999313798,1,47
91959037_0_7907661684242014480,1,367
22864497_0_8632623712684511496,0,165
52299421_0_4473286348258170200,1,89
53822652_0_5767892317858575530,1,65
9834884_0_3871985887467090123,1,13
26310680_0_5150772059999313798,1,129
37856682_0_6818907050314633217,0,147
25404227_0_2240631045609013057,1,5
36102169_0_7739454799295072814,2,298
50245608_0_871275842592178099,0,7
36102169_0_7739454799295072814,2,13
88523363_0_8180214313099580515,0,382
26310680_0_5150772059999313798,1,120
11833461_1_3811022039809817402,0,23
36102169_0_7739454799295072814,2,269
37856682_0_6818907050314633217,0,16
90196673_0_5458330029110291950,0,101
9834884_0_3871985887467090123,1,147
13719111_1_5719401842463579519,0,523
13719111_1_5719401842463579519,0,130
39107734_2_2329160387535788734,1,37
37856682_0_6818907050314633217,0,207
99070098_0_2074872741302696997,1,74
9834884_0_3871985887467090123,1,75
91959037_0_7907661684242014480,1,358
50270082_0_444360818941411589,1,43
80588006_0_6965325215443683359,1,8
66009064_0_9148652238372261251,0,18
21362676_0_6854186738074119688,1,61
66009064_0_9148652238372261251,0,127
99070098_0_2074872741302696997,1,179
36102169_0_7739454799295072814,2,362
69537082_0_7789694313271016902,1,37
16767252_0_2409448375013995751,1,77
90196673_0_5458330029110291950,0,366
90196673_0_5458330029110291950,0,197
37856682_0_6818907050314633217,0,2
40534006_0_4617468856744635526,1,22
84548468_0_5955155464119382182,1,43
16767252_0_2409448375013995751,1,31
69537082_0_7789694313271016902,1,190
69537082_0_7789694313271016902,1,199
13719111_1_5719401842463579519,0,433
90196673_0_5458330029110291950,0,127
21245481_0_8730460088443117515,1,26
36102169_0_7739454799295072814,2,160
13719111_1_5719401842463579519,0,421
39759273_0_1427898308030295194,1,47
9475172_1_1023126399856690702,1,113
9834884_0_3871985887467090123,1,339
36102169_0_7739454799295072814,2,53
91959037_0_7907661684242014480,1,240
60319454_0_3938426910282115527,0,24
22864497_0_8632623712684511496,0,8
13719111_1_5719401842463579519,0,551
21245481_0_8730460088443117515,1,146
46671561_0_6122315295162029872,0,82
58891288_0_1117541047012405958,1,43
58891288_0_1117541047012405958,1,30
54719588_0_8417197176086756912,3,157
39650055_5_7135804139753401681,1,94
13719111_1_5719401842463579519,0,424
91959037_0_7907661684242014480,1,237
13719111_1_5719401842463579519,0,156
8468806_0_4382447409703007384,1,51
37856682_0_6818907050314633217,0,213
28086084_0_3127660530989916727,0,183
46671561_0_6122315295162029872,0,180
50270082_0_444360818941411589,1,9
88523363_0_8180214313099580515,0,418
22864497_0_8632623712684511496,0,88
22864497_0_8632623712684511496,0,206
53822652_0_5767892317858575530,1,319
53822652_0_5767892317858575530,1,254
50245608_0_871275842592178099,0,111
99070098_0_2074872741302696997,1,55
28086084_0_3127660530989916727,0,16
13719111_1_5719401842463579519,0,535
35188621_0_6058553107571275232,1,25
22864497_0_8632623712684511496,0,187
11833461_1_3811022039809817402,0,4
36102169_0_7739454799295072814,2,45
50245608_0_871275842592178099,0,169
13719111_1_5719401842463579519,0,505
53822652_0_5767892317858575530,1,247
58891288_0_1117541047012405958,1,16
99070098_0_2074872741302696997,1,122
37856682_0_6818907050314633217,0,168
26310680_0_5150772059999313798,1,49
53822652_0_5767892317858575530,1,143
90196673_0_5458330029110291950,0,264
66009064_0_9148652238372261251,0,48
34041816_1_4749054164534706977,1,16
90196673_0_5458330029110291950,0,302
11833461_1_3811022039809817402,0,8
50245608_0_871275842592178099,0,18
99070098_0_2074872741302696997,1,42
22864497_0_8632623712684511496,0,9
38428277_0_1311643810102462607,1,94
41480166_0_6681239260286218499,0,42
26310680_0_5150772059999313798,1,89
37856682_0_6818907050314633217,0,256
39173938_0_7916056990138658530,1,59
13719111_1_5719401842463579519,0,220
50270082_0_444360818941411589,1,95
69881946_0_1105130426898457358,1,77
8468806_0_4382447409703007384,1,72
16767252_0_2409448375013995751,1,75
39759273_0_1427898308030295194,1,64
90196673_0_5458330029110291950,0,34
36102169_0_7739454799295072814,2,198
77694908_0_6083291340991074532,1,83
66009064_0_9148652238372261251,0,157
14067031_0_559833072073397908,0,47
60319454_0_3938426910282115527,0,46
22864497_0_8632623712684511496,0,83
34041816_1_4749054164534706977,1,7
50245608_0_871275842592178099,0,123
33401079_0_9127583903019856402,0,30
9834884_0_3871985887467090123,1,192
52299421_0_4473286348258170200,1,63
53822652_0_5767892317858575530,1,248
50245608_0_871275842592178099,0,28
90196673_0_5458330029110291950,0,37
37856682_0_6818907050314633217,0,184
66009064_0_9148652238372261251,0,215
39107734_2_2329160387535788734,1,50
25404227_0_2240631045609013057,1,53
88523363_0_8180214313099580515,0,354
91959037_0_7907661684242014480,1,186
46671561_0_6122315295162029872,0,70
54719588_0_8417197176086756912,3,88
39650055_5_7135804139753401681,1,33
36102169_0_7739454799295072814,2,229
41480166_0_6681239260286218499,0,148
22864497_0_8632623712684511496,0,50
25404227_0_2240631045609013057,1,4
39650055_5_7135804139753401681,1,84
20135078_0_7570343137119682530,1,49
88523363_0_8180214313099580515,0,292
39759273_0_1427898308030295194,1,33
36102169_0_7739454799295072814,2,146
53822652_0_5767892317858575530,1,364
84548468_0_5955155464119382182,1,42
29414811_12_251152470253168163,1,18
63450419_0_8012592961815711786,1,129
53822652_0_5767892317858575530,1,189
90196673_0_5458330029110291950,0,282
13719111_1_5719401842463579519,0,386
90196673_0_5458330029110291950,0,246
50245608_0_871275842592178099,0,250
36102169_0_7739454799295072814,2,274
38428277_0_1311643810102462607,1,7
25404227_0_2240631045609013057,1,13
36102169_0_7739454799295072814,2,22
21362676_0_6854186738074119688,1,23
13719111_1_5719401842463579519,0,307
35188621_0_6058553107571275232,1,75
66009064_0_9148652238372261251,0,113
9834884_0_3871985887467090123,1,67
53822652_0_5767892317858575530,1,88
90196673_0_5458330029110291950,0,59
75367212_2_2745466355267233390,0,10
91959037_0_7907661684242014480,1,219
88523363_0_8180214313099580515,0,7
13719111_1_5719401842463579519,0,288
13719111_1_5719401842463579519,0,267
53822652_0_5767892317858575530,1,200
50270082_0_444360818941411589,1,39
99070098_0_2074872741302696997,1,150
69881946_0_1105130426898457358,1,97
21362676_0_6854186738074119688,1,5
50245608_0_871275842592178099,0,38
34041816_1_4749054164534706977,1,15
66009064_0_9148652238372261251,0,218
88523363_0_8180214313099580515,0,469
37856682_0_6818907050314633217,0,163
88523363_0_8180214313099580515,0,341
90196673_0_5458330029110291950,0,181
36102169_0_7739454799295072814,2,328
39107734_2_2329160387535788734,1,3
9834884_0_3871985887467090123,1,306
14380604_4_3329235705746762392,1,11
22864497_0_8632623712684511496,0,300
90196673_0_5458330029110291950,0,396
88523363_0_8180214313099580515,0,522
20135078_0_7570343137119682530,1,72
63450419_0_8012592961815711786,1,188
21245481_0_8730460088443117515,1,159
39173938_0_7916056990138658530,1,69
90196673_0_5458330029110291950,0,152
50245608_0_871275842592178099,0,125
75367212_2_2745466355267233390,0,19
20135078_0_7570343137119682530,1,45
29414811_2_4773219892816395776,1,5
63450419_0_8012592961815711786,1,107
21245481_0_8730460088443117515,1,69
39650055_5_7135804139753401681,1,83
20135078_0_7570343137119682530,1,79
53822652_0_5767892317858575530,1,185
88523363_0_8180214313099580515,0,83
69537082_0_7789694313271016902,1,130
90196673_0_5458330029110291950,0,236
37856682_0_6818907050314633217,0,178
26310680_0_5150772059999313798,1,67
38428277_0_1311643810102462607,1,21
22864497_0_8632623712684511496,0,350
39173938_0_7916056990138658530,1,97
54719588_0_8417197176086756912,3,190
77694908_0_6083291340991074532,1,20
9475172_1_1023126399856690702,1,121
9834884_0_3871985887467090123,1,125
69537082_0_7789694313271016902,1,200
36102169_0_7739454799295072814,2,30
25404227_0_2240631045609013057,1,32
25404227_0_2240631045609013057,1,79
38428277_0_1311643810102462607,1,63
26310680_0_5150772059999313798,1,195
90196673_0_5458330029110291950,0,426
13719111_1_5719401842463579519,0,119
91959037_0_7907661684242014480,1,250
88523363_0_8180214313099580515,0,518
22864497_0_8632623712684511496,0,194
14067031_0_559833072073397908,0,32
13719111_1_5719401842463579519,0,339
91959037_0_7907661684242014480,1,372
22864497_0_8632623712684511496,0,354
50270082_0_444360818941411589,1,94
60319454_0_3938426910282115527,0,22
39759273_0_1427898308030295194,1,20
38428277_0_1311643810102462607,1,12
46671561_0_6122315295162029872,0,141
69537082_0_7789694313271016902,1,137
53822652_0_5767892317858575530,1,212
36102169_0_7739454799295072814,2,88
37856682_0_6818907050314633217,0,113
84548468_0_5955155464119382182,1,18
22864497_0_8632623712684511496,0,288
69881946_0_1105130426898457358,1,84
25404227_0_2240631045609013057,1,71
21362676_0_6854186738074119688,1,10
99070098_0_2074872741302696997,1,76
88523363_0_8180214313099580515,0,131
50270082_0_444360818941411589,1,19
39173938_0_7916056990138658530,1,68
37856682_0_6818907050314633217,0,144
90196673_0_5458330029110291950,0,191
63450419_0_8012592961815711786,1,182
22864497_0_8632623712684511496,0,156
36102169_0_7739454799295072814,2,108
36102169_0_7739454799295072814,2,44
50245608_0_871275842592178099,0,34
77694908_0_6083291340991074532,1,17
20135078_0_7570343137119682530,1,27
22864497_0_8632623712684511496,0,101
50245608_0_871275842592178099,0,140
66009064_0_9148652238372261251,0,228
66009064_0_9148652238372261251,0,98
54719588_0_8417197176086756912,3,23
9475172_1_1023126399856690702,1,46
50245608_0_871275842592178099,0,245
16767252_0_2409448375013995751,1,41
90196673_0_5458330029110291950,0,271
9834884_0_3871985887467090123,1,24
21245481_0_8730460088443117515,1,180
37856682_0_6818907050314633217,0,254
39650055_5_7135804139753401681,1,85
88523363_0_8180214313099580515,0,332
63450419_0_8012592961815711786,1,90
9475172_1_1023126399856690702,1,4
54719588_0_8417197176086756912,3,40
22864497_0_8632623712684511496,0,87
66009064_0_9148652238372261251,0,167
63450419_0_8012592961815711786,1,109
25404227_0_2240631045609013057,1,34
33401079_0_9127583903019856402,0,6
28086084_0_3127660530989916727,0,157
53822652_0_5767892317858575530,1,122
22864497_0_8632623712684511496,0,95
33401079_0_9127583903019856402,0,24
53822652_0_5767892317858575530,1,214
50270082_0_444360818941411589,1,154
53822652_0_5767892317858575530,1,62
60319454_0_3938426910282115527,0,39
69537082_0_7789694313271016902,1,124
16767252_0_2409448375013995751,1,35
35188621_0_6058553107571275232,1,113
38428277_0_1311643810102462607,1,96
13719111_1_5719401842463579519,0,477
88523363_0_8180214313099580515,0,384
66009064_0_9148652238372261251,0,79
84575189_0_6365692015941409487,2,59
16767252_0_2409448375013995751,1,8
46671561_0_6122315295162029872,0,169
39650055_5_7135804139753401681,1,80
50270082_0_444360818941411589,1,143
58891288_0_1117541047012405958,1,44
25404227_0_2240631045609013057,1,90
39650055_5_7135804139753401681,1,89
99070098_0_2074872741302696997,1,62
54719588_0_8417197176086756912,3,194
21245481_0_8730460088443117515,1,62
90196673_0_5458330029110291950,0,92
21362676_0_6854186738074119688,1,71
46671561_0_6122315295162029872,0,127
91959037_0_7907661684242014480,1,198
22864497_0_8632623712684511496,0,217
13719111_1_5719401842463579519,0,142
36102169_0_7739454799295072814,2,8
53822652_0_5767892317858575530,1,137
75367212_2_2745466355267233390,0,3
39173938_0_7916056990138658530,1,76
36102169_0_7739454799295072814,2,190
50270082_0_444360818941411589,1,159
53822652_0_5767892317858575530,1,322
8468806_0_4382447409703007384,1,3
37856682_0_6818907050314633217,0,169
21362676_0_6854186738074119688,1,49
53822652_0_5767892317858575530,1,346
52299421_0_4473286348258170200,1,35
69537082_0_7789694313271016902,1,167
35188621_0_6058553107571275232,1,68
13719111_1_5719401842463579519,0,462
13719111_1_5719401842463579519,0,43
36102169_0_7739454799295072814,2,132
36102169_0_7739454799295072814,2,320
99070098_0_2074872741302696997,1,39
28086084_0_3127660530989916727,0,40
53822652_0_5767892317858575530,1,240
13719111_1_5719401842463579519,0,259
36102169_0_7739454799295072814,2,213
29414811_2_4773219892816395776,1,7
91959037_0_7907661684242014480,1,42
21245481_0_8730460088443117515,1,33
50270082_0_444360818941411589,1,114
52299421_0_4473286348258170200,1,8
13719111_1_5719401842463579519,0,52
9834884_0_3871985887467090123,1,191
38428277_0_1311643810102462607,1,34
84548468_0_5955155464119382182,1,88
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5,0,3
21245481_0_8730460088443117515,1,14
41480166_0_6681239260286218499,0,17
28086084_0_3127660530989916727,0,84
50245608_0_871275842592178099,0,236
39107734_2_2329160387535788734,1,41
52299421_0_4473286348258170200,1,13
53822652_0_5767892317858575530,1,282
50270082_0_444360818941411589,1,98
36102169_0_7739454799295072814,2,240
53822652_0_5767892317858575530,1,302
63450419_0_8012592961815711786,1,119
36102169_0_7739454799295072814,2,128
53822652_0_5767892317858575530,1,7
40534006_0_4617468856744635526,1,10
69537082_0_7789694313271016902,1,75
77694908_0_6083291340991074532,1,98
13719111_1_5719401842463579519,0,402
46671561_0_6122315295162029872,0,175
53822652_0_5767892317858575530,1,61
39107734_2_2329160387535788734,1,30
50245608_0_871275842592178099,0,23
16767252_0_2409448375013995751,1,45
41336118_0_4331895026409635103,0,3
22864497_0_8632623712684511496,0,63
